study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	nominal_length	read_count	base_count	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_title
PRJEB42858	SAMEA7993321	ERS5680592	ERX5046768	ERR5243707	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	994020	237917091	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-67	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243707/ERR5243707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243707/ERR5243707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/007/ERR5243707.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243707/COL_INS_GMR_S_49_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243707/COL_INS_GMR_S_49_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993322	ERS5680593	ERX5046769	ERR5243708	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	832254	196519800	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-68	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/008/ERR5243708/ERR5243708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/008/ERR5243708/ERR5243708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/008/ERR5243708.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243708/COL_INS_S_Ty715_910_13_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243708/COL_INS_S_Ty715_910_13_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993323	ERS5680594	ERX5046770	ERR5243709	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1467866	302229302	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-69	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/009/ERR5243709/ERR5243709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/009/ERR5243709/ERR5243709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/009/ERR5243709.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243709/COL_INS_S_Ty551_52_12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243709/COL_INS_S_Ty551_52_12_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993324	ERS5680595	ERX5046771	ERR5243710	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1274996	232309019	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-70	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/000/ERR5243710/ERR5243710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/000/ERR5243710/ERR5243710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/000/ERR5243710.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243710/COL_INS_S_Ty509_474_11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243710/COL_INS_S_Ty509_474_11_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993325	ERS5680596	ERX5046772	ERR5243711	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1342996	249000393	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-71	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/001/ERR5243711/ERR5243711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/001/ERR5243711/ERR5243711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/001/ERR5243711.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243711/COL_INS_S_Ty446_580_10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243711/COL_INS_S_Ty446_580_10_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993326	ERS5680597	ERX5046773	ERR5243712	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1427690	269982935	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-72	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/002/ERR5243712/ERR5243712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/002/ERR5243712/ERR5243712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/002/ERR5243712.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243712/COL_INS_S_Ty0145_7_05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243712/COL_INS_S_Ty0145_7_05_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993327	ERS5680598	ERX5046774	ERR5243713	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	956866	224975707	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-73	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/003/ERR5243713/ERR5243713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/003/ERR5243713/ERR5243713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/003/ERR5243713.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243713/COL_INS_GMR_S_99_17_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243713/COL_INS_GMR_S_99_17_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993328	ERS5680599	ERX5046775	ERR5243714	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1302424	203800580	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-74	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243714/ERR5243714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243714/ERR5243714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/004/ERR5243714.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243714/COL_INS_S_Ty64_59_00_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243714/COL_INS_S_Ty64_59_00_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993329	ERS5680600	ERX5046776	ERR5243715	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1282280	230900957	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-75	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243715/ERR5243715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243715/ERR5243715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/005/ERR5243715.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243715/COL_INS_S_Ty423_316_10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243715/COL_INS_S_Ty423_316_10_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993330	ERS5680601	ERX5046777	ERR5243716	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1045432	242168254	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-76	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243716/ERR5243716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243716/ERR5243716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/006/ERR5243716.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243716/COL_INS_S_Ty574_302_12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243716/COL_INS_S_Ty574_302_12_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993331	ERS5680602	ERX5046778	ERR5243717	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	829124	129676065	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-77	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243717/ERR5243717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243717/ERR5243717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/007/ERR5243717.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243717/COL_INS_S_Ty68_08_00_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243717/COL_INS_S_Ty68_08_00_2.fastq.gz		Colombia
